"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Forestomach_epithelial","GO:0006412","translation","91/412","243/4524",3.53641238025643e-36,7.77303441180364e-33,7.16216570485619e-33,"RPLP1/RPS12/RPS8/RPS18/UBA52/RPL32/RPS27A/RPL18A/RPS3A/RPS7/RPL10/RPS9/RPL27A/RPL14/RPL6/RPL18/RPS23/RPS20/RPS6/RPLP2/RPS4X/RPS19/RPL28/RPS11/RPL11/RPS24/RPL37/RPS15/RPL3/RPL37A/RPL10A/RPS28/RPL23/RPS3/RPL19/RPL35/RPS27/RPL27/RPL13A/RPL13/RPS13/RPL39/RPS15A/RPL26/RACK1/FAU/RPS26/RPS29/RPL5/RPS21/EEF1G/RPL38/GAPDH/RPS17/EIF1/RPL4/RPS16/YBX1/RPL23A/RPL36A/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/EIF3E/COA3/EIF3M/EIF3G/MRPS26/NDUFA7/EIF2S3/RPS27L/MRPL11/EIF4G2/NPM1/MRPL57/MRPL20/MRPL9/MRPL52/EIF3D/MRPL12/TUFM/EIF3I/MRPS16/ZFP36/EIF3L/MRPL34/EIF4A2/MAGOH/MRPL58",91
"Forestomach_epithelial","GO:0043043","peptide biosynthetic process","91/412","250/4524",5.14995953742271e-35,5.65980553162756e-32,5.21501165789542e-32,"RPLP1/RPS12/RPS8/RPS18/UBA52/RPL32/RPS27A/RPL18A/RPS3A/RPS7/RPL10/RPS9/RPL27A/RPL14/RPL6/RPL18/RPS23/RPS20/RPS6/RPLP2/RPS4X/RPS19/RPL28/RPS11/RPL11/RPS24/RPL37/RPS15/RPL3/RPL37A/RPL10A/RPS28/RPL23/RPS3/RPL19/RPL35/RPS27/RPL27/RPL13A/RPL13/RPS13/RPL39/RPS15A/RPL26/RACK1/FAU/RPS26/RPS29/RPL5/RPS21/EEF1G/RPL38/GAPDH/RPS17/EIF1/RPL4/RPS16/YBX1/RPL23A/RPL36A/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/EIF3E/COA3/EIF3M/EIF3G/MRPS26/NDUFA7/EIF2S3/RPS27L/MRPL11/EIF4G2/NPM1/MRPL57/MRPL20/MRPL9/MRPL52/EIF3D/MRPL12/TUFM/EIF3I/MRPS16/ZFP36/EIF3L/MRPL34/EIF4A2/MAGOH/MRPL58",91
"Forestomach_epithelial","GO:0006518","peptide metabolic process","96/412","289/4524",3.34373763638746e-33,2.44984510825988e-30,2.25731621488052e-30,"RPLP1/RPS12/RPS8/RPS18/UBA52/RPL32/RPS27A/RPL18A/RPS3A/RPS7/RPL10/RPS9/RPL27A/RPL14/RPL6/RPL18/RPS23/RPS20/RPS6/RPLP2/RPS4X/RPS19/RPL28/RPS11/RPL11/RPS24/RPL37/RPS15/RPL3/RPL37A/RPL10A/RPS28/RPL23/RPS3/RPL19/RPL35/RPS27/RPL27/RPL13A/RPL13/RPS13/RPL39/RPS15A/RPL26/RACK1/FAU/RPS26/RPS29/RPL5/RPS21/EEF1G/RPL38/GAPDH/GPX1/RPS17/EIF1/RPL4/RPS16/YBX1/CLIC1/RPL23A/ETHE1/RPL36A/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/EIF3E/COA3/EIF3M/EIF3G/MRPS26/NDUFA7/EIF2S3/RPS27L/MRPL11/EIF4G2/NPM1/PIN1/MRPL57/MRPL20/MRPL9/MRPL52/EIF3D/MRPL12/TUFM/EIF3I/MRPS16/PARK7/ZFP36/EIF3L/MRPL34/EIF4A2/MAGOH/MRPL58",96
"Forestomach_epithelial","GO:0043604","amide biosynthetic process","91/412","273/4524",1.61048577368721e-31,8.84961932641124e-29,8.15414375940579e-29,"RPLP1/RPS12/RPS8/RPS18/UBA52/RPL32/RPS27A/RPL18A/RPS3A/RPS7/RPL10/RPS9/RPL27A/RPL14/RPL6/RPL18/RPS23/RPS20/RPS6/RPLP2/RPS4X/RPS19/RPL28/RPS11/RPL11/RPS24/RPL37/RPS15/RPL3/RPL37A/RPL10A/RPS28/RPL23/RPS3/RPL19/RPL35/RPS27/RPL27/RPL13A/RPL13/RPS13/RPL39/RPS15A/RPL26/RACK1/FAU/RPS26/RPS29/RPL5/RPS21/EEF1G/RPL38/GAPDH/RPS17/EIF1/RPL4/RPS16/YBX1/RPL23A/RPL36A/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/EIF3E/COA3/EIF3M/EIF3G/MRPS26/NDUFA7/EIF2S3/RPS27L/MRPL11/EIF4G2/NPM1/MRPL57/MRPL20/MRPL9/MRPL52/EIF3D/MRPL12/TUFM/EIF3I/MRPS16/ZFP36/EIF3L/MRPL34/EIF4A2/MAGOH/MRPL58",91
"Forestomach_epithelial","GO:0043603","cellular amide metabolic process","96/412","344/4524",2.15678730768461e-26,9.48123700458152e-24,8.73612374733722e-24,"RPLP1/RPS12/RPS8/RPS18/UBA52/RPL32/RPS27A/RPL18A/RPS3A/RPS7/RPL10/RPS9/RPL27A/RPL14/RPL6/RPL18/RPS23/RPS20/RPS6/RPLP2/RPS4X/RPS19/RPL28/RPS11/RPL11/RPS24/RPL37/RPS15/RPL3/RPL37A/RPL10A/RPS28/RPL23/RPS3/RPL19/RPL35/RPS27/RPL27/RPL13A/RPL13/RPS13/RPL39/RPS15A/RPL26/RACK1/FAU/RPS26/RPS29/RPL5/RPS21/EEF1G/RPL38/GAPDH/GPX1/RPS17/EIF1/RPL4/RPS16/YBX1/CLIC1/RPL23A/ETHE1/RPL36A/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/EIF3E/COA3/EIF3M/EIF3G/MRPS26/NDUFA7/EIF2S3/RPS27L/MRPL11/EIF4G2/NPM1/PIN1/MRPL57/MRPL20/MRPL9/MRPL52/EIF3D/MRPL12/TUFM/EIF3I/MRPS16/PARK7/ZFP36/EIF3L/MRPL34/EIF4A2/MAGOH/MRPL58",96
"Forestomach_epithelial","GO:0034645","cellular macromolecule biosynthetic process","94/412","344/4524",4.72361808838276e-25,1.73041875971088e-22,1.59442828106113e-22,"RPLP1/RPS12/RPS8/RPS18/UBA52/RPL32/RPS27A/RPL18A/RPS3A/RPS7/RPL10/RPS9/RPL27A/RPL14/RPL6/RPL18/RPS23/RPS20/RPS6/RPLP2/RPS4X/RPS19/RPL28/RPS11/RPL11/RPS24/RPL37/RPS15/RPL3/RPL37A/RPL10A/RPS28/RPL23/RPS3/RPL19/RPL35/RPS27/RPL27/RPL13A/RPL13/RPS13/RPL39/RPS15A/RPL26/RACK1/FAU/RPS26/RPS29/RPL5/RPS21/EEF1G/RPL38/GAPDH/RPS17/EIF1/RPL4/RPS16/YBX1/RPL23A/RPL36A/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/EIF3E/COA3/ITM2B/EIF3M/EIF3G/MRPS26/NDUFA7/EIF2S3/RPS27L/MRPL11/EIF4G2/NPM1/MRPL57/MRPL20/DAD1/MRPL9/MRPL52/EIF3D/MRPL12/TUFM/EIF3I/MRPS16/TMEM258/ZFP36/EIF3L/MRPL34/EIF4A2/MAGOH/MRPL58",94
"Forestomach_epithelial","GO:0002181","cytoplasmic translation","21/412","37/4524",2.8210272025563e-13,8.76989543786127e-11,8.08068522697433e-11,"RPL32/RPL6/RPL18/RPS23/RPLP2/RPS28/RPL19/RPL13A/RPS26/RPS29/RPS21/RPL38/YBX1/PABPC1/EIF3K/EIF3E/EIF3M/EIF3G/EIF3D/EIF3I/EIF3L",21
"Forestomach_epithelial","GO:0010257","NADH dehydrogenase complex assembly","22/412","41/4524",3.59094899639452e-13,8.76989543786127e-11,8.08068522697433e-11,"NDUFB10/NDUFA11/NDUFS8/NDUFB7/NDUFS5/NDUFB11/NDUFS7/NDUFAB1/NDUFA3/NDUFB5/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA1/NDUFA2/NDUFB1/NDUFC1/NDUFA13/NDUFB4/NDUFA8",22
"Forestomach_epithelial","GO:0032981","mitochondrial respiratory chain complex I assembly","22/412","41/4524",3.59094899639452e-13,8.76989543786127e-11,8.08068522697433e-11,"NDUFB10/NDUFA11/NDUFS8/NDUFB7/NDUFS5/NDUFB11/NDUFS7/NDUFAB1/NDUFA3/NDUFB5/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA1/NDUFA2/NDUFB1/NDUFC1/NDUFA13/NDUFB4/NDUFA8",22
"Forestomach_epithelial","GO:0033108","mitochondrial respiratory chain complex assembly","25/412","56/4524",1.87559476924242e-12,4.12255730279484e-10,3.79857298528676e-10,"NDUFB10/NDUFA11/COA3/NDUFS8/NDUFB7/NDUFS5/UQCRFS1/NDUFB11/NDUFS7/NDUFAB1/NDUFA3/NDUFB5/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA1/NDUFA2/NDUFB1/COX14/NDUFC1/NDUFA13/NDUFB4/NDUFA8",25
"Forestomach_epithelial","GO:0006119","oxidative phosphorylation","22/412","44/4524",2.38202931070538e-12,4.75972765902766e-10,4.38566927636092e-10,"COX7A2/ATP5PD/ATP5F1D/UQCR11/COX8A/COX6B1/COX8B/ATP5F1C/COX7A2L/NDUFS8/COX7B/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/STOML2/NDUFA8/PARK7/RHOA",22
"Forestomach_epithelial","GO:0046034","ATP metabolic process","32/412","90/4524",2.67696121584177e-12,4.90330062701683e-10,4.51795910463119e-10,"GAPDH/COX7A2/ATP5PD/ATP5F1D/ENO1/ATP5ME/UQCR11/TPI1/COX8A/COX6B1/COX8B/AK2/EIF6/ATP5PF/ATP5F1C/COX7A2L/NDUFS8/COX7B/NDUFA7/PGAM1/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/PGK1/STOML2/NDUFA8/PARK7/GPI/RHOA",32
"Forestomach_epithelial","GO:0009060","aerobic respiration","26/412","63/4524",6.16506121855431e-12,1.04236958141403e-09,9.60451642469513e-10,"COX7A2/ATP5PD/ATP5F1D/UQCR11/COX8A/COX6B1/COX8B/MDH2/ATP5F1C/COX7A2L/NDUFS8/COX7B/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/SUCLG1/STOML2/SDHD/NDUFA8/PARK7/BLOC1S1/RHOA",26
"Forestomach_epithelial","GO:0006091","generation of precursor metabolites and energy","41/412","151/4524",4.66542609268769e-11,7.01404913214751e-09,6.46282770473244e-09,"GAPDH/COX7A2/ATP5PD/ATP5F1D/ENO1/UQCR11/TPI1/COX8A/COX6B1/COX8B/EIF6/MDH2/ATP5F1C/COX7A2L/TALDO1/NDUFS8/COX7B/NDUFA7/PGAM1/NDUFS7/NDUFAB1/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/PGK1/SUCLG1/STOML2/PRELID1/NDUFA13/PPP1CA/SDHD/PHB2/NDUFA8/PARK7/HMGCL/GPI/BLOC1S1/RHOA/NDUFA4",41
"Forestomach_epithelial","GO:0019646","aerobic electron transport chain","15/412","23/4524",4.78665773349466e-11,7.01404913214751e-09,6.46282770473244e-09,"COX7A2/UQCR11/COX8A/COX8B/COX7A2L/NDUFS8/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/NDUFA8/PARK7",15
"Forestomach_epithelial","GO:0045333","cellular respiration","27/412","78/4524",2.96738411010685e-10,4.07644392125928e-08,3.75608357095104e-08,"COX7A2/ATP5PD/ATP5F1D/UQCR11/COX8A/COX6B1/COX8B/MDH2/ATP5F1C/COX7A2L/NDUFS8/COX7B/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/SUCLG1/STOML2/PRELID1/SDHD/NDUFA8/PARK7/BLOC1S1/RHOA",27
"Forestomach_epithelial","GO:0042773","ATP synthesis coupled electron transport","15/412","26/4524",5.82703714663985e-10,7.11545980461911e-08,6.55626869598542e-08,"COX7A2/UQCR11/COX8A/COX8B/COX7A2L/NDUFS8/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/NDUFA8/PARK7",15
"Forestomach_epithelial","GO:0042775","mitochondrial ATP synthesis coupled electron transport","15/412","26/4524",5.82703714663985e-10,7.11545980461911e-08,6.55626869598542e-08,"COX7A2/UQCR11/COX8A/COX8B/COX7A2L/NDUFS8/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/NDUFA8/PARK7",15
"Forestomach_epithelial","GO:0007005","mitochondrion organization","42/412","177/4524",2.62700333294266e-09,3.03902806621472e-07,2.80019635046076e-07,"GPX1/SFN/ATP5F1D/VDAC2/NDUFB10/FAM162A/NDUFA11/COA3/SLC25A5/COX7A2L/NDUFS8/NDUFB7/NDUFS5/UQCRFS1/NDUFB11/NDUFS7/NDUFAB1/NDUFA3/NDUFB5/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA1/NDUFA2/NDUFB1/TOMM20/COX14/TOMM22/NDUFC1/STOML2/PRELID1/NDUFA13/PHB2/NDUFB4/NDUFA8/PARK7/HMGCL/TOMM7/TOMM5/PDCD5",42
"Forestomach_epithelial","GO:0022900","electron transport chain","18/412","45/4524",2.1939511645592e-08,2.41115232985057e-06,2.22166423190101e-06,"COX7A2/UQCR11/COX8A/COX8B/COX7A2L/NDUFS8/COX7B/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA13/NDUFA8/PARK7",18
"Forestomach_epithelial","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","10/412","14/4524",2.53606426917466e-08,2.65441393506948e-06,2.44580834781557e-06,"NDUFS8/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/NDUFA8/PARK7",10
"Forestomach_epithelial","GO:0022904","respiratory electron transport chain","15/412","34/4524",7.03912183575812e-08,7.03272263408925e-06,6.48003368995149e-06,"COX7A2/UQCR11/COX8A/COX8B/COX7A2L/NDUFS8/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/NDUFA8/PARK7",15
"Forestomach_epithelial","GO:0015980","energy derivation by oxidation of organic compounds","28/412","104/4524",7.83431752206329e-08,7.48688257108483e-06,6.89850201942781e-06,"COX7A2/ATP5PD/ATP5F1D/UQCR11/COX8A/COX6B1/COX8B/MDH2/ATP5F1C/COX7A2L/NDUFS8/COX7B/NDUFA7/NDUFS7/NDUFAB1/NDUFC2/NDUFS2/NDUFB8/NDUFB9/SUCLG1/STOML2/PRELID1/PPP1CA/SDHD/NDUFA8/PARK7/BLOC1S1/RHOA",28
"Forestomach_epithelial","GO:0065003","protein-containing complex assembly","65/412","374/4524",8.91420234620654e-08,8.16392364873415e-06,7.52233566407955e-06,"RPL24/RPS3/RPL13A/RACK1/RPL38/ATP5IF1/HMGB1/ATP5F1D/VDAC2/HSPA1A/NDUFB10/EIF3K/SNRPB/UBE2S/NDUFA11/EIF3E/SNRPD2/COA3/SNRPG/COX7A2L/CCT3/NDUFS8/NDUFB7/SNRPD1/NDUFS5/EIF3M/EIF3G/UQCRFS1/NDUFB11/NDUFS7/NDUFAB1/NDUFA3/NDUFB5/ARPC2/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA1/ARPC3/NDUFA2/ARPC5L/NDUFB1/HES1/SEM1/COX14/NDUFC1/UBE2C/STOML2/EIF3D/NDUFA13/GPX4/NDUFB4/NDUFA8/EIF3I/PARK7/HSPA5/EIF3L/ARPC5/CCT2/ARPC4/CENPS/SNRPF/RHOA",65
"Forestomach_epithelial","GO:0043933","protein-containing complex organization","70/412","426/4524",2.65125041908717e-07,2.33097936846144e-05,2.14779191845209e-05,"RPL24/RPL23/RPS3/RPL13A/RACK1/RPL38/ATP5IF1/HMGB1/HSPA8/ATP5F1D/EIF5A/VDAC2/HSPA1A/NDUFB10/EIF3K/SNRPB/UBE2S/NDUFA11/EIF3E/SNRPD2/COA3/SNRPG/COX7A2L/CCT3/NDUFS8/NDUFB7/SNRPD1/NDUFS5/EIF3M/EIF3G/UQCRFS1/NDUFB11/NDUFS7/NDUFAB1/NDUFA3/NDUFB5/ARPC2/NDUFC2/NDUFB3/NDUFS2/NDUFB8/NDUFB9/NDUFA1/ARPC3/NDUFA2/ARPC5L/NDUFB1/HES1/SEM1/DSTN/COX14/NDUFC1/UBE2C/STOML2/EIF3D/NDUFA13/GPX4/NDUFB4/NDUFA8/EIF3I/PARK7/HSPA5/EIF3L/ARPC5/CCT2/ARPC4/CENPS/SNRPF/RHOA/MRPL58",70
"Forestomach_epithelial","GO:0006413","translational initiation","14/412","36/4524",1.26800839983146e-06,0.000107195479339598,9.87711806184506e-05,"RPL13A/EIF1/EIF6/EIF3K/EIF3E/EIF3M/EIF3G/EIF2S3/EIF4G2/NPM1/EIF3D/EIF3I/EIF3L/EIF4A2",14
"Forestomach_epithelial","GO:0022613","ribonucleoprotein complex biogenesis","25/412","110/4524",1.14099359851443e-05,0.000927038228655472,0.000854183971999966,"RPLP0/RPL24/RPS28/RPS27/RPL27/RPL13A/RPL26/RPL38/RAN/EIF6/EIF3K/SNRPB/C1QBP/EIF3E/SNRPD2/SNRPG/SNRPD1/EIF3M/EIF3G/EIF3D/TRMT112/BUD23/EIF3I/EIF3L/SNRPF",25
"Forestomach_epithelial","GO:0001732","formation of cytoplasmic translation initiation complex","7/412","11/4524",1.18094041866939e-05,0.000927038228655472,0.000854183971999966,"EIF3K/EIF3E/EIF3M/EIF3G/EIF3D/EIF3I/EIF3L",7
"Forestomach_epithelial","GO:0002183","cytoplasmic translational initiation","8/412","15/4524",1.60456319522662e-05,0.00121614824245108,0.00112057335303667,"RPL13A/EIF3K/EIF3E/EIF3M/EIF3G/EIF3D/EIF3I/EIF3L",8
"Forestomach_epithelial","GO:0022618","ribonucleoprotein complex assembly","15/412","50/4524",2.16747976939631e-05,0.00158804017771103,0.00146323897414684,"RPL24/RPL13A/RPL38/EIF3K/SNRPB/EIF3E/SNRPD2/SNRPG/SNRPD1/EIF3M/EIF3G/EIF3D/EIF3I/EIF3L/SNRPF",15
"Forestomach_epithelial","GO:0009205","purine ribonucleoside triphosphate metabolic process","9/412","20/4524",2.66850407994309e-05,0.00189205547345643,0.00174336225800017,"NME2/ATP5PD/ATP5F1D/RAN/ATP5ME/ATP5PF/ATP5F1C/STOML2/IMPDH2",9
"Forestomach_epithelial","GO:0071826","ribonucleoprotein complex subunit organization","15/412","52/4524",3.63747873578879e-05,0.00249849320664492,0.0023021411472558,"RPL24/RPL13A/RPL38/EIF3K/SNRPB/EIF3E/SNRPD2/SNRPG/SNRPD1/EIF3M/EIF3G/EIF3D/EIF3I/EIF3L/SNRPF",15
"Forestomach_epithelial","GO:0006417","regulation of translation","22/412","97/4524",3.98839552007687e-05,0.0026565131373118,0.00244774257755276,"RPL10/RPS4X/RPS3/RPL13A/RPL26/RACK1/RPL38/GAPDH/EIF1/YBX1/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/COA3/RPS27L/EIF4G2/NPM1/EIF3D/ZFP36/MAGOH",22
"Forestomach_epithelial","GO:0009145","purine nucleoside triphosphate biosynthetic process","8/412","17/4524",5.14219681746484e-05,0.00322929960136792,0.00297551479001574,"NME2/ATP5PD/ATP5F1D/ATP5ME/ATP5PF/ATP5F1C/STOML2/IMPDH2",8
"Forestomach_epithelial","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","8/412","17/4524",5.14219681746484e-05,0.00322929960136792,0.00297551479001574,"NME2/ATP5PD/ATP5F1D/ATP5ME/ATP5PF/ATP5F1C/STOML2/IMPDH2",8
"Forestomach_epithelial","GO:0034248","regulation of cellular amide metabolic process","23/412","107/4524",6.57568225113716e-05,0.00387209361330585,0.00356779278387072,"RPL10/RPS4X/RPS3/RPL13A/RPL26/RACK1/RPL38/GAPDH/EIF1/YBX1/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/COA3/RPS27L/EIF4G2/NPM1/PIN1/EIF3D/ZFP36/MAGOH",23
"Forestomach_epithelial","GO:0009144","purine nucleoside triphosphate metabolic process","9/412","22/4524",6.69424737514205e-05,0.00387209361330585,0.00356779278387072,"NME2/ATP5PD/ATP5F1D/RAN/ATP5ME/ATP5PF/ATP5F1C/STOML2/IMPDH2",9
"Forestomach_epithelial","GO:0009199","ribonucleoside triphosphate metabolic process","9/412","22/4524",6.69424737514205e-05,0.00387209361330585,0.00356779278387072,"NME2/ATP5PD/ATP5F1D/RAN/ATP5ME/ATP5PF/ATP5F1C/STOML2/IMPDH2",9
"Forestomach_epithelial","GO:1903201","regulation of oxidative stress-induced cell death","6/412","10/4524",8.41637240612746e-05,0.00468514944682884,0.0043169520308887,"RACK1/GPX1/TXN/PPIA/HSPB1/PARK7",6
"Forestomach_epithelial","GO:0061077","chaperone-mediated protein folding","8/412","18/4524",8.52620463481136e-05,0.00468514944682884,0.0043169520308887,"HSPB1/PPIB/CCT3/FKBP4/CCT6A/CCT7/CCT2/PDCD5",8
"Forestomach_epithelial","GO:0006457","protein folding","14/412","50/4524",9.49206433315582e-05,0.00508867253762841,0.00468876297227004,"HSPB1/HSPA1A/HSPD1/PPIB/PFDN5/CCT3/FKBP4/CCT4/CCT6A/TCP1/CCT7/CCT2/WDR83OS/PDCD5",14
"Forestomach_epithelial","GO:0097193","intrinsic apoptotic signaling pathway","17/412","69/4524",0.00010182239236077,0.00532870520021363,0.00490993190230881,"RPS3/RPL26/RACK1/S100A8/GPX1/SFN/UBB/PPIA/HSPB1/S100A9/VDAC2/HINT1/CRIP1/RPS27L/HNRNPK/NDUFA13/PARK7",17
"Forestomach_epithelial","GO:2001242","regulation of intrinsic apoptotic signaling pathway","13/412","45/4524",0.000118742982884493,0.0059148046172795,0.00544997082689802,"RPS3/RPL26/RACK1/S100A8/GPX1/UBB/PPIA/HSPB1/S100A9/VDAC2/HNRNPK/NDUFA13/PARK7",13
"Forestomach_epithelial","GO:2000112","regulation of cellular macromolecule biosynthetic process","23/412","111/4524",0.000119552839124027,0.0059148046172795,0.00544997082689802,"RPL10/RPS4X/RPS3/RPL13A/RPL26/RACK1/RPL38/GAPDH/EIF1/YBX1/EIF5A/PABPC1/EIF6/EIF3K/C1QBP/COA3/ITM2B/RPS27L/EIF4G2/NPM1/EIF3D/ZFP36/MAGOH",23
"Forestomach_epithelial","GO:0009150","purine ribonucleotide metabolic process","20/412","90/4524",0.000121094726013457,0.0059148046172795,0.00544997082689802,"GAPDH/NME2/ATP5PD/ATP5F1D/ENO1/RAN/ATP5ME/TPI1/AK2/EIF6/HINT1/ATP5PF/ATP5F1C/PGAM1/PGK1/APRT/STOML2/IMPDH2/GUK1/GPI",20
"Forestomach_epithelial","GO:0045727","positive regulation of translation","11/412","34/4524",0.00012955122320235,0.006190295404321,0.00570381129156344,"RPS4X/RPL26/YBX1/EIF5A/PABPC1/EIF6/C1QBP/COA3/RPS27L/NPM1/EIF3D",11
"Forestomach_epithelial","GO:0009201","ribonucleoside triphosphate biosynthetic process","8/412","19/4524",0.00013567192432931,0.00634482743991113,0.0058461989341454,"NME2/ATP5PD/ATP5F1D/ATP5ME/ATP5PF/ATP5F1C/STOML2/IMPDH2",8
"Forestomach_epithelial","GO:0097190","apoptotic signaling pathway","25/412","127/4524",0.000145721701376104,0.00667283957551409,0.00614843318964088,"RPS3/RPL26/RACK1/S100A8/GPX1/SFN/UBB/PPIA/HSPB1/S100A9/PRDX2/VDAC2/FAM162A/HINT1/CRIP1/SLC25A5/GABARAP/RPS27L/HNRNPK/PRELID1/NDUFA13/PPP1CA/PARK7/SFRP1/PDCD5",25
"Forestomach_epithelial","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","13/412","46/4524",0.000152076458834657,0.0068217154391546,0.00628560916859033,"RPS3/RACK1/S100A8/GPX1/SFN/S100A9/PRDX5/FAM162A/RPS27L/NDUFA13/PARK7/BIRC5/PDCD5",13
"Forestomach_epithelial","GO:0009259","ribonucleotide metabolic process","20/412","94/4524",0.000227478998852347,0.00999997678954918,0.00921409671140876,"GAPDH/NME2/ATP5PD/ATP5F1D/ENO1/RAN/ATP5ME/TPI1/AK2/EIF6/HINT1/ATP5PF/ATP5F1C/PGAM1/PGK1/APRT/STOML2/IMPDH2/GUK1/GPI",20
"Forestomach_epithelial","GO:1902600","proton transmembrane transport","13/412","48/4524",0.000243404369850082,0.0104902510770683,0.00966584122995993,"COX4I1/COX6A1/ATP5F1D/COX5A/CYC1/SLC25A5/COX7B/UQCRFS1/ATP6V1F/ATP6V0E1/PHB2/PARK7/NDUFA4",13
"Forestomach_epithelial","GO:0019693","ribose phosphate metabolic process","20/412","95/4524",0.000264394349842491,0.011175745787573,0.0102974641517602,"GAPDH/NME2/ATP5PD/ATP5F1D/ENO1/RAN/ATP5ME/TPI1/AK2/EIF6/HINT1/ATP5PF/ATP5F1C/PGAM1/PGK1/APRT/STOML2/IMPDH2/GUK1/GPI",20
"Forestomach_epithelial","GO:1903312","negative regulation of mRNA metabolic process","7/412","16/4524",0.000272943002782939,0.0113194098135264,0.0104298378819141,"YBX1/PABPC1/C1QBP/SAP18/HNRNPK/ZFP36/RNPS1",7
"Forestomach_epithelial","GO:0006163","purine nucleotide metabolic process","20/412","96/4524",0.000306454428852203,0.0121691695670287,0.0112128165542662,"GAPDH/NME2/ATP5PD/ATP5F1D/ENO1/RAN/ATP5ME/TPI1/AK2/EIF6/HINT1/ATP5PF/ATP5F1C/PGAM1/PGK1/APRT/STOML2/IMPDH2/GUK1/GPI",20
"Forestomach_epithelial","GO:0032270","positive regulation of cellular protein metabolic process","41/412","262/4524",0.000308792018255644,0.0121691695670287,0.0112128165542662,"RPLP1/RPS4X/RPS3/RPL26/RACK1/S100A8/S100A10/UBB/TXN/PPIA/YBX1/S100A9/SUMO2/EIF5A/PABPC1/FAM162A/EIF6/UBE2S/C1QBP/COA3/CLDN4/RAC1/CKS2/GABARAP/RPS27L/NPM1/PIN1/HES1/PHB1/CD81/PRELID1/EIF3D/NDUFA13/PHB2/CSNK2B/PARK7/HSPA5/TPX2/RHOA/BRMS1/PDCD5",41
"Forestomach_epithelial","GO:2001233","regulation of apoptotic signaling pathway","18/412","82/4524",0.000310042536739585,0.0121691695670287,0.0112128165542662,"RPS3/RPL26/RACK1/S100A8/GPX1/UBB/PPIA/HSPB1/S100A9/PRDX2/VDAC2/SLC25A5/HNRNPK/PRELID1/NDUFA13/PPP1CA/PARK7/SFRP1",18
"Forestomach_epithelial","GO:1900407","regulation of cellular response to oxidative stress","6/412","12/4524",0.000315848252425459,0.0121795519093186,0.0112223829670652,"RACK1/GPX1/TXN/PPIA/HSPB1/PARK7",6
"Forestomach_epithelial","GO:0034250","positive regulation of cellular amide metabolic process","11/412","38/4524",0.000389653804065306,0.014620828538764,0.0134718040843742,"RPS4X/RPL26/YBX1/EIF5A/PABPC1/EIF6/C1QBP/COA3/RPS27L/NPM1/EIF3D",11
"Forestomach_epithelial","GO:0098869","cellular oxidant detoxification","12/412","44/4524",0.00039246082064926,0.014620828538764,0.0134718040843742,"S100A8/PRDX6/GPX1/S100A9/PRDX5/MGST3/PRXL2B/GLRX/GPX4/PARK7/PRDX4/SOD2",12
