"Comparison","Z","P.unadj","P.adj"
"Forestomach_epithelial - Heart",116.991452753209,0,0
"Forestomach_epithelial - Kidney",202.829405570016,0,0
"Heart - Kidney",35.4908845602245,6.7949701734957e-276,4.07698210409742e-275
"Forestomach_epithelial - liver",148.931982228292,0,0
"Heart - liver",-2.24200472335434,0.0249610670359683,0.14976640221581
"Kidney - liver",-47.9925050844495,0,0
