"Comparison","Z","P.unadj","P.adj"
"Forestomach_epithelial - Heart",-39.418580915883,0,0
"Forestomach_epithelial - Kidney",-167.175819715698,0,0
"Heart - Kidney",-84.4013782852811,0,0
"Forestomach_epithelial - liver",-162.710108778826,0,0
"Heart - liver",-82.3302930597872,0,0
"Kidney - liver",1.72666639596589,0.0842275940641521,0.505365564384913
