"Comparison","Z","P.unadj","P.adj"
"Forestomach_epithelial - Heart",98.1485750854375,0,0
"Forestomach_epithelial - Kidney",214.109873345469,0,0
"Heart - Kidney",61.9875824827722,0,0
"Forestomach_epithelial - liver",132.96638071592,0,0
"Heart - liver",4.04186685461819,5.30273407058527e-05,0.000318164044235116
"Kidney - liver",-73.6188374007028,0,0
