"","an1","an2","an3","an4","an5","an6","an7","an8","an9","an10","an11","an12","an13","an14","an15","an16","an17","an18","an19"
"Abomasum_19",-0.0158846093356587,-0.0181209475471744,0.00775795775601326,0.0146169729881119,0.0312262873639928,-0.0690482415787647,0.137415728607244,0.0684324325025945,-0.28471417273622,-0.000513683529001352,-0.00426085512164529,-0.153976652975889,-0.232435349545129,0.0365335364300669,0.0289783935344456,0.0684324325025945,-0.0676894099261778,-0.031295615575386,-0.123856244490368
"Abomasum_2",0.0017189052777841,0.0435235782419935,0.00957603995182464,0.00227098294790025,0.0654426864722266,-0.126221143089587,0.147553193008282,0.0690788123537632,-0.323794932179838,0.0476067082685483,0.0968484695097113,-0.069078939661794,-0.184971023821077,0.0660733316754292,0.0856207768273778,0.0690788123537632,0.0166316927923082,0.0355814147992486,-0.141035321190451
"Abomasum_20",-0.133460703521559,-0.0838703540384917,-0.0795440211792133,-0.152999320710993,0.219023053999935,-0.163266965421644,-0.0650810907835036,-0.325579746729336,-0.281642007333302,-0.0460930693778618,-0.0363118206753775,-0.0878623127107525,-0.399245290779407,-0.115762448976796,-0.100228428094778,-0.325579746729336,-0.0498657249408572,-0.0284157885145931,-0.108573063372451
"Abomasum_21",0.348268711210987,0.236891975420218,0.139348606915156,0.0865161766887067,0.128197797624844,0.0228373183890916,0.0295770237080428,-0.0295489064939692,-0.119093768779562,0.238846709624544,0.341557093185351,0.641238986289164,-0.0342843577410577,0.162191556508624,0.157981517747874,-0.0295489064939693,0.392347587884581,0.405925829811816,-0.122718181081559
"Abomasum_3",-0.0422430533809287,0.00114287289647934,0.00442320396340098,-0.0366882657995305,-0.0478971285259758,-0.10149347302332,0.10889137366248,0.0370131353599187,-0.183062927463062,-0.0328950279834555,-0.065141424564102,-0.134359718678265,-0.264392078042355,0.198975098037807,0.0200614803337474,0.0370131353599187,-0.0868628463218935,-0.0833153857996962,-0.122826109166618
"Abomasum_4",0.167666464812848,0.05140824216054,-0.19993737460216,0.101505683290304,0.10691129126371,0.281382630810432,-0.27848711112789,-0.249639302981992,-0.170076285966834,0.109104392624607,0.714600230883135,0.461831399686786,-0.327012233225973,0.0128721014564167,0.186537667218283,-0.249639302981992,0.706616897022736,0.78921202557696,-0.114936705458792
"Abomasum_5",0.023599814975676,-0.0321696970838993,0.00612523334658836,0.0262688538043305,0.086565517154412,-0.0745760100450336,0.130699449399252,0.0776233746131485,-0.274986562551397,0.0414511550262869,0.166904514512239,0.149057282103481,-0.307259917196569,0.0955192340678441,-0.00554537784811722,0.0776233746131485,0.179183479922812,0.224592788972851,-0.134972575120764
"Abomasum_6",-0.0779683591115699,-0.0153186414121499,0.0111503540139444,-0.0307850637552902,-0.0983599316097787,-0.0939157947098174,0.125965413748363,0.066683272329852,-0.274285988656362,-0.0821395207488413,-0.178859686145755,-0.247615330493809,-0.368787023772241,0.150479254378275,-0.047926426381469,0.066683272329852,-0.179822753880733,-0.182147277381588,-0.128569973098444
"Abomasum_7",0.0100668452798543,0.0352210006131739,-0.058067022496027,0.176480276375666,0.0176578992819541,-0.0476277173383119,-0.0605434617678892,-0.0166792256259595,-0.0801459204640329,0.104205645762789,0.229437249873336,-0.107314223667676,-0.139731005044852,-0.0548276139609977,0.198762611650463,-0.0166792256259595,0.240000726008388,0.214010770116462,0.0527240259825063
"Abomasum_8",-0.0981952367967771,-0.0914501316201353,0.066876091736597,0.0141871606530603,-0.0831584958130959,-0.170483318157736,0.0441541308430096,0.0236441721468328,-0.0523569596197722,-0.105970864855898,-0.0826706543892265,-0.075285040619701,-0.232085628494045,0.0212848229422609,-0.110491297268099,0.0236441721468328,-0.162838395978318,-0.14858884214103,-0.086709264082492
"Abomasum_9",0.0609949093508952,-0.0604915943351386,-0.0126393016222237,0.0481857381833305,-0.0503577757898057,-0.146270861121223,0.136666433161623,0.0845853535815422,-0.215618649188711,0.0370797077505648,0.309740896076013,0.188628880151681,-0.365091399756901,0.0593297442712603,-0.16531598853206,0.0845853535815422,0.285623331320042,0.286188205775688,-0.0925793071927287
"Cecum_0",-0.0922983763843372,-0.128639088167637,-0.0512771776418544,-0.0640038088263172,-0.0777632325419125,-0.186363826240913,-0.106487324247392,-0.0139418013137915,0.083476561732161,-0.124707922532419,-0.0456250747424884,0.0690032542624779,0.0198392408252424,-0.0590808761049998,-0.141882639817358,-0.0139418013137915,-0.0763707033187046,-0.0674990099741246,-0.0176843429091757
"Cecum_1",-0.066288250303264,-0.153376690532273,-0.0633367289016646,-0.0956472399454503,-0.128079012756296,-0.190727844398047,-0.0936119896586297,-0.0290050615297188,0.121446929196525,-0.123978576061288,0.0125775930341325,0.147546013603899,-0.20614137295847,-0.0355889122787012,-0.059529207828034,-0.0290050615297188,-0.028462383501885,-0.0105576919620951,0.00355490973705784
"Cecum_10",0.00846171744368449,-0.109480823005321,-0.0314017403594958,-0.0305640857631712,0.0240506099367264,1.35938917812375,-0.0670940377083099,0.0129313484692912,0.0551244172940382,0.0262771593915508,-0.176861385682404,0.766874434781703,0.0142800591421644,0.080564661677969,0.0600560040609644,0.0129313484692912,-0.0267782677542576,-0.0306558374950662,-0.0468421939222951
"Cecum_11",-0.121672289657011,0.0180413127596698,-0.0219276881979776,0.0398908923518316,0.283480058543892,-0.0277731437511522,0.0404110458653556,0.0157918555930386,-0.0428159254128805,0.0492944157245647,-0.169770086819033,-0.205344170248347,-0.156630003930112,-0.287552868166121,-0.175937539987766,0.0157918555930386,-0.139407197545111,-0.182472229351575,-0.0741984861724621
"Cecum_12",0.0590671849328931,0.00102393811878519,-0.0613717707371311,0.234895589731097,0.0755705763100961,0.0205172641704776,-0.0853799507327578,0.00471746980432153,0.0552214313857713,0.210006498366142,0.319386697395118,0.0252518354370985,0.107097082710763,-0.0977279461518642,0.164443093937678,0.00471746980432152,0.364019541108589,0.359115235377825,0.0870240646537345
"Cecum_13",0.0894529049740802,-0.115563107658996,-0.0485008170651283,0.243877309947491,-0.0202094614101753,0.0865889882392709,-0.0790138416386527,-0.0426771301281061,0.218974486774874,0.0794533411055216,0.550634869378441,0.559128437724836,0.0256896615967159,-0.204127129238629,0.0477326294960343,-0.0426771301281061,0.522843028068602,0.562226409725544,0.0580490237047561
"Cecum_14",0.277849823531695,1.01030923802532,0.0828301065594809,0.245558263204336,0.395138257734405,-0.0830401635365768,-0.0214132583771205,-0.0378448813745422,-0.265195152663502,0.548948670516887,0.622978060006215,0.444363824262412,0.379783354209253,-0.012708184289473,0.136015198814744,-0.0378448813745422,0.602289498178355,0.6163989453512,-0.0301375601879345
"Cecum_15",0.386519612752695,1.2152808278715,1.68594299214221,0.287908572896436,0.60215986178558,-0.150426778442385,-0.133369440732766,-0.146028102151846,-0.192865966676172,0.611536458562932,0.526295102209511,0.409160358127197,1.14283955526218,-0.0466599581302633,0.168960475639825,-0.146028102151846,0.576872027019518,0.555335234851744,0.100456538220718
